1864664,28.87,4.92,0,0,1
1864675,41.95,5.24,0,0,1
1864687,34.72,4.6,0,0,1
1864698,30.89,4.28,0,0,1
6,5.56,4.28,0,0,1
0,0,0,0,0,1
1864745,34.83,5.24,0,0,1
1864757,33.79,4.6,0,0,1
1864769,43.78,4.92,0,0,1
1864780,39.73,4.6,0,0,1
1864793,37.62,4.92,0,0,1
1864804,33.12,4.6,0,0,1
1864815,31.13,4.92,0,0,1
1864827,32.27,4.92,0,0,1
1864839,34.24,4.6,0,0,1
1864851,33.43,4.92,0,0,1
1864862,42.96,5.56,0,0,1
1864873,41.0,4.92,0,0,1
1864886,34.92,5.56,0,0,1
1864897,32.43,4.6,0,0,1
1864909,34.61,4.6,0,0,1
1864921,37.63,5.24,0,0,1
1864933,37.33,4.92,0,0,1
1864944,35.23,4.6,0,0,1
1864955,37.48,4.92,0,0,1
1864968,38.36,5.24,0,0,1
1864979,35.08,4.92,0,0,1
1864991,47.54,4.6,0,0,1
1865003,45.17,4.6,0,0,1
1865014,41.68,5.24,0,0,1
1865037,43.85,4.28,0,0,1
1865050,44.01,4.6,0,0,1
1865073,37.9,5.24,0,0,1
1865096,31.64,4.92,0,0,1
5108,35.26,4.92,0,0,1
60,35.26,4.92,0,0,1
1865143,46.46,5.24,0,0,1
1865166,41.24,4.6,0,0,1
1865178,32.64,5.24,0,0,1
1865190,32.31,4.92,0,0,1
1865212,32.95,4.92,0,0,1
1865225,36.33,4.92,0,0,1
1865236,38.8,4.6,0,0,1
1865272,37.04,4.92,0,0,1
1865294,38.86,4.6,0,0,1
1865307,35.64,5.24,0,0,1
1865318,32.82,5.24,0,0,1
1865341,34.29,4.92,0,0,1
1865353,39.75,5.24,0,0,1
1865365,50.33,4.6,0,0,1
0,50.33,4.6,0,0,1
1865400,37.24,4.92,0,0,1
1865423,43.34,5.24,0,0,1
1865435,42.33,4.6,0,0,1
1865447,32.19,5.24,0,0,1
1865458,25.41,4.92,0,0,1
1865482,43.72,5.24,0,0,1
1865505,33.15,4.6,0,0,1
1865517,29.28,4.6,0,0,1
1865529,35.91,4.6,0,0,1
1865540,35.39,4.6,0,0,1
1865551,31.57,4.92,0,0,1
1865575,31.75,4.6,0,0,1
1865587,35.66,4.92,0,0,1
1865598,42.61,4.92,0,0,1
1865611,41.26,4.6,0,0,1
1865622,41.94,5.56,0,0,1
1865633,44.19,4.28,0,0,1
1865646,43.31,5.56,0,0,1
1865657,36.28,5.56,0,0,1
1865669,39.97,4.92,0,0,1
1865680,46.29,5.24,0,0,1
1865692,48.78,4.92,0,0,1
1865704,47.61,4.92,0,0,1
1865728,35.77,4.6,0,0,1
1865739,39.87,5.88,0,0,1
1865751,32.39,4.92,0,0,1
1865762,30.78,4.6,0,0,1
74,35.99,4.6,0,0,1
1865797,40.72,5.24,0,0,1
1865809,40.31,4.92,0,0,1
1865821,36.26,4.6,0,0,1
1865832,27.65,4.92,0,0,1
1865844,27.32,4.92,0,0,1
1865856,39.36,5.24,0,0,1
1865879,27.63,5.24,0,0,1
1865903,33.22,4.6,0,0,1
1865914,30.57,5.24,0,0,1
1865937,36.2,4.92,0,0,1
87,5.24,4.92,0,0,1
1865972,41.61,5.24,0,0,1
1865996,33.66,4.6,0,0,1
1866008,33.86,4.6,0,0,1
1866019,38.33,4.92,0,0,1
1866031,40.55,4.6,0,0,1
1866054,36.7,5.56,0,0,1
1866078,39.31,4.6,0,0,1
1866101,28.1,4.6,0,0,1
1866125,36.29,4.92,0,0,1
1866136,36.87,5.24,0,0,1
1866148,48.32,4.6,0,0,1
1866160,48.25,5.24,0,0,1
1866171,35.97,5.24,0,0,1
1866183,34.49,4.92,0,0,1
1866194,47.75,4.92,0,0,1
1866207,46.89,4.92,0,0,1
