9437,-3.05,4.6,True,0
9489,-5.49,4.6,True,0
9541,-5.31,4.6,True,0
9593,7.39,4.92,True,0
9646,-1.9,4.28,True,0
9698,0.37,4.6,True,0
9750,7.98,4.28,True,0
9802,-4.96,4.6,True,0
9854,9.48,4.6,True,0
9907,4.42,4.6,True,0
9959,7.41,4.6,True,0
10011,5.01,4.6,True,0
10063,1.8,4.28,True,0
10117,9.83,4.28,True,0
10169,0.42,4.6,True,0
10221,1.61,4.6,True,0
10273,-0.1,4.28,True,0
10326,1.09,4.6,True,0
10378,10.02,4.92,True,0
10430,9.52,4.6,True,0
10482,0.77,4.28,True,0
10534,-1.95,4.6,True,0
10587,9.38,4.6,True,0
10639,3.87,4.6,True,0
10691,1.29,5.24,True,0
10743,-6.94,4.92,True,0
10796,-4.84,4.6,True,0
10848,6.53,4.92,True,0
10901,-2.83,4.28,True,0
10953,2.44,4.28,True,0
11005,-4.16,4.28,True,0
11058,-1.92,4.28,True,0
11110,8.52,4.28,True,0
11162,-1.76,4.6,True,0
11214,-7.79,3.96,True,0
11267,-1.64,4.28,True,0
11319,3.16,4.6,True,0
11371,8.2,4.6,True,0
11423,3.82,4.6,True,0
11475,1.53,4.28,True,0
11528,-9.04,4.28,True,0
11581,-0.25,4.28,True,0
11633,8.67,4.6,True,0
11685,-3.72,4.6,True,0
11738,-3.29,4.28,True,0
11790,9.41,4.6,True,0
11842,5.28,4.6,True,0
11894,2.32,4.6,True,0
11947,-9.87,4.92,True,0
11999,2.22,4.6,True,0
12051,-7.53,4.6,True,0
12103,-1.49,4.6,True,0
12155,-1.67,4.28,True,0
12208,-7.15,4.92,True,0
12261,-0.9,4.6,True,0
12313,3.64,4.6,True,0
12365,2.53,4.6,True,0
12418,-1.84,4.6,True,0
12470,0.79,4.6,True,0
12522,-10.21,4.28,True,0
12574,-2.75,4.6,True,0
12626,-0.33,4.6,True,0
12679,-3.6,4.6,True,0
12731,0.23,4.6,True,0
12783,-2.61,4.6,True,0
12835,-0.48,4.28,True,0
12888,-4.88,4.92,True,0
12941,4.72,4.6,True,0
12993,-0.51,4.6,True,0
13045,-7.07,4.28,True,0
13097,6.22,4.6,True,0
13150,-8.95,4.6,True,0
13202,-3.83,4.92,True,0
13254,-1.85,4.92,True,0
13306,-4.72,4.6,True,0
13359,-4.79,4.28,True,0
13411,-5.34,4.92,True,0
13463,-1.83,4.6,True,0
13515,-9.13,4.6,True,0
13568,-1.32,4.28,True,0
13621,7.05,4.28,True,0
13673,14.67,4.28,True,0
13725,3.84,4.6,True,0
13777,-10.33,4.6,True,0
13830,-4.0,4.6,True,0
13882,-1.41,4.6,True,0
13934,-3.79,4.6,True,0
13986,3.05,4.28,True,0
14039,-12.16,4.28,True,0
14091,4.87,4.92,True,0
14143,-5.22,4.6,True,0
14195,1.51,4.6,True,0
14248,2.63,4.92,True,0
14301,2.36,4.28,True,0
14353,1.86,4.6,True,0
14405,2.97,4.28,True,0
14457,-6.27,4.92,True,0
14510,-0.12,4.28,True,0
14562,3.23,4.6,True,0
14614,2.99,4.6,True,0
14666,-6.2,4.92,True,0
14718,3.4,4.6,True,0
14771,-4.79,4.6,True,0
14823,9.97,4.6,True,0
