1181523,0.0,-46.86,0,0
1181576,-0.0,-46.86,0,0
1181628,-0.0,-46.86,0,0
1181680,-0.0,-46.86,0,0
1181732,0.0,-46.86,0,0
1181785,0.0,-46.86,0,0
1181838,0.0,-46.86,0,0
1181890,0.0,-46.86,0,0
1181942,-0.0,-46.86,0,0
1181995,-0.0,-46.86,0,0
1182047,-0.0,-46.86,0,0
1182099,0.0,-46.86,0,0
1182151,0.0,-46.86,0,0
1182204,0.0,-46.86,0,0
1182257,0.0,-46.86,0,0
1182309,-0.0,-46.86,0,0
1182361,-0.0,-46.86,0,0
1182413,-0.0,-46.86,0,0
1182466,0.0,-46.86,0,0
1182518,0.0,-46.86,0,0
1182570,0.0,-46.86,0,0
1182623,0.0,-46.86,0,0
1182675,-0.0,-46.86,0,0
1182728,-0.0,-46.86,0,0
1182780,-0.0,-46.86,0,0
1182832,0.0,-46.86,0,0
1182884,0.0,-46.86,0,0
1182937,0.0,-46.86,0,0
1182990,0.0,-46.86,0,0
1183042,-0.0,-46.86,0,0
1183094,-0.0,-46.86,0,0
1183147,-0.0,-46.86,0,0
1183199,0.0,-46.86,0,0
1183251,0.0,-46.86,0,0
1183303,0.0,-46.86,0,0
1183356,-0.0,-46.86,0,0
1183409,-0.0,-46.86,0,0
1183461,-0.0,-46.86,0,0
1183513,0.0,-46.86,0,0
1183565,0.0,-46.86,0,0
1183618,0.0,-46.86,0,0
1183671,0.0,-46.86,0,0
1183723,-0.0,-46.86,0,0
1183775,-0.0,-46.86,0,0
1183827,-0.0,-46.86,0,0
1183880,0.0,-46.86,0,0
1183932,0.0,-46.86,0,0
1183984,0.0,-46.86,0,0
1184036,0.0,-46.86,0,0
1184090,-0.0,-46.86,0,0
1184142,-0.0,-46.86,0,0
1184194,-0.0,-46.86,0,0
1184246,0.0,-46.86,0,0
1184299,0.0,-46.86,0,0
1184351,0.0,-46.86,0,0
1184403,0.0,-46.86,0,0
1184456,-0.0,-46.86,0,0
1184508,-0.0,-46.86,0,0
1184561,-0.0,-46.86,0,0
1184613,0.0,-46.86,0,0
1184665,0.0,-46.86,0,0
1184717,0.0,-46.86,0,0
1184770,0.0,-46.86,0,0
1184823,-0.0,-46.86,0,0
1184875,-0.0,-46.86,0,0
1184927,-0.0,-46.86,0,0
1184979,0.0,-46.86,0,0
1185032,0.0,-46.86,0,0
1185084,0.0,-46.86,0,0
1185136,0.0,-46.86,0,0
1185188,-0.0,-46.86,0,0
1185242,-0.0,-46.86,0,0
1185294,-0.0,-46.86,0,0
1185346,0.0,-46.86,0,0
1185398,0.0,-46.86,0,0
1185451,0.0,-46.86,0,0
1185503,150.31,-46.86,0,0
1185556,-0.0,-46.86,0,0
1185608,-0.0,-46.86,0,0
1185660,-300.62,-46.86,0,0
1185713,0.0,-46.86,0,0
1185765,0.0,-46.86,0,0
1185817,0.0,-46.86,0,0
1185869,-0.0,-46.86,0,0
1185923,-0.0,-46.86,0,0
1185975,-0.0,-46.86,0,0
1186027,0.0,-46.86,0,0
1186079,0.0,-46.86,0,0
1186131,0.0,-46.86,0,0
1186184,0.0,-46.86,0,0
1186236,-0.0,-46.86,0,0
1186289,-0.0,-46.86,0,0
1186341,-0.0,-46.86,0,0
1186394,0.0,-46.86,0,0
1186446,0.0,-46.86,0,0
1186498,0.0,-46.86,0,0
1186550,0.0,-46.86,0,0
1186603,-0.0,-46.86,0,0
1186656,-0.0,-46.86,0,0
1186708,-0.0,-46.86,0,0
1186760,0.0,-46.86,0,0
1186812,0.0,-46.86,0,0
1186865,0.0,-46.86,0,0
1186917,0.0,-46.86,0,0
1186969,-0.0,-46.86,0,0
1187021,-0.0,-46.86,0,0
1187075,-0.0,-46.86,0,0
1187127,0.0,-46.86,0,0
1187179,0.0,-46.86,0,0
1187231,0.0,-46.86,0,0
1187283,0.0,-46.86,0,0
1187336,-0.0,-46.86,0,0
1187388,-0.0,-46.86,0,0
1187441,-0.0,-46.86,0,0
1187493,0.0,-46.86,0,0
1187546,0.0,-46.86,0,0
1187598,0.0,-46.86,0,0
1187650,-0.0,-46.86,0,0
1187702,-0.0,-46.86,0,0
1187756,-0.0,-46.86,0,0
1187808,0.0,-46.86,0,0
1187860,0.0,-46.86,0,0
1187912,0.0,-46.86,0,0
1187964,0.0,-46.86,0,0
1188017,-0.0,-46.86,0,0
1188069,-0.0,-46.86,0,0
1188122,-0.0,-46.86,0,0
1188174,0.0,-46.86,0,0
1188227,0.0,-46.86,0,0
1188279,0.0,-46.86,0,0
1188331,0.0,-46.86,0,0
1188383,-0.0,-46.86,0,0
1188435,-0.0,-46.86,0,0
1188488,-0.0,-46.86,0,0
1188541,0.0,-46.86,0,0
1188593,0.0,-46.86,0,0
1188645,0.0,-46.86,0,0
1188698,0.0,-46.86,0,0
1188750,-0.0,-46.86,0,0
1188802,-0.0,-46.86,0,0
1188854,-0.0,-46.86,0,0
1188907,0.0,-46.86,0,0
1188960,0.0,-46.86,0,0
1189012,0.0,-46.86,0,0
1189064,0.0,-46.86,0,0
1189116,-0.0,-46.86,0,0
1189169,-0.0,-46.86,0,0
1189221,-0.0,-46.86,0,0
1189274,0.0,-46.86,0,0
1189326,0.0,-46.86,0,0
1189404,-37.58,-46.86,0,0
1189457,0.0,-46.86,0,0
1189510,0.0,-46.86,0,0
1189562,0.0,-46.86,0,0
1189614,-0.0,-46.86,0,0
1189666,-0.0,-46.86,0,0
1189719,-0.0,-46.86,0,0
1189771,0.0,-46.86,0,0
1189824,0.0,-46.86,0,0
1189876,0.0,-46.86,0,0
1189928,0.0,-46.86,0,0
1189981,-0.0,-46.86,0,0
1190033,-0.0,-46.86,0,0
1190085,-0.0,-46.86,0,0
1190137,0.0,-46.86,0,0
1190191,0.0,-46.86,0,0
