126767,0.89,4.92,0,0,1
126779,6.28,4.6,0,0,1
126790,3.46,4.6,0,0,1
-3,4.92,4.6,0,0,1
126814,0.6,4.6,0,0,1
126837,-3.92,4.6,0,0,1
126849,-4.26,4.6,0,0,1
126860,-2.3,4.6,0,0,1
126872,-1.57,4.6,0,0,1
126883,2.4,4.6,0,0,1
126896,6.95,4.92,0,0,1
126918,-2.4,4.92,0,0,1
126930,-2.85,4.6,0,0,1
126942,-2.14,4.6,0,0,1
126965,-6.0,4.28,0,0,1
126977,-2.64,4.6,0,0,1
127000,-4.35,4.92,0,0,1
127011,-2.77,4.28,0,0,1
127024,-3.39,4.6,0,0,1
127035,-3.25,4.6,0,0,1
4,-3.25,4.6,0,0,1
127070,6.61,5.24,0,0,1
127082,2.13,4.92,0,0,1
127093,-7.0,4.6,0,0,1
127105,-5.55,4.92,0,0,1
127117,1.28,4.92,0,0,1
127128,-0.89,4.28,0,0,1
127139,-2.31,4.28,0,0,1
127152,1.6,4.28,0,0,1
127163,3.21,4.92,0,0,1
127175,0.84,4.28,0,0,1
127198,-1.17,4.6,0,0,1
127221,-1.07,4.92,0,0,1
127233,-3.25,4.92,0,0,1
127256,-8.54,4.92,0,0,1
127280,-1.73,4.92,0,0,1
127291,-4.03,5.24,0,0,1
127314,-6.48,4.6,0,0,1
127338,0.67,4.92,0,0,1
127361,3.06,4.6,0,0,1
127373,6.4,4.92,0,0,1
127384,1.92,5.24,0,0,1
127396,1.87,4.92,0,0,1
127419,-1.06,4.6,0,0,1
127442,5.97,4.92,0,0,1
127477,-5.62,4.6,0,0,1
127490,-0.56,4.92,0,0,1
127512,0.19,4.6,0,0,1
127524,-4.32,4.28,0,0,1
127536,-3.43,4.92,0,0,1
127559,-5.35,4.92,0,0,1
127570,-5.41,4.92,0,0,1
60,-5.41,4.92,0,0,1
127605,-7.87,4.28,0,0,1
127629,-2.08,4.92,0,0,1
640,-2.73,4.28,0,0,1
127664,0.26,4.28,0,0,1
127687,5.94,4.6,0,0,1
127698,-2.39,5.24,0,0,1
127711,-7.37,4.92,0,0,1
127722,-4.11,4.92,0,0,1
0,-4.11,4.92,0,0,1
127757,-2.24,4.6,0,0,1
127769,-4.18,4.92,0,0,1
127780,-2.08,4.92,0,0,1
127792,6.66,4.6,0,0,1
127804,6.79,4.6,0,0,1
127826,-2.22,4.6,0,0,1
127850,2.92,4.6,0,0,1
127874,1.43,4.6,0,0,1
127897,-1.91,4.6,0,0,1
127908,0.92,4.6,0,0,1
127932,-2.59,4.6,0,0,1
127954,-5.16,5.56,0,0,1
127967,-8.99,4.6,0,0,1
127978,-5.48,4.6,0,0,1
128002,-1.83,4.28,0,0,1
128013,2.58,4.6,0,0,1
25,1.06,4.6,0,0,1
128048,0.81,4.6,0,0,1
128060,6.83,4.6,0,0,1
128071,0.21,4.6,0,0,1
128083,-5.96,5.24,0,0,1
128095,-6.72,4.6,0,0,1
0,0,0,0,0,1
128130,0.62,4.6,0,0,1
128153,3.17,4.6,0,0,1
128164,2.79,5.56,0,0,1
8177,-3.7,4.92,0,0,1
128199,1.5,4.28,0,0,1
128223,2.3,5.24,0,0,1
128234,2.65,4.6,0,0,1
128246,-1.71,4.28,0,0,1
128258,-4.55,4.6,0,0,1
128270,-6.47,4.28,0,0,1
128281,-4.37,4.6,0,0,1
128305,1.48,4.92,0,0,1
128316,0.19,4.92,0,0,1
128327,-1.75,4.6,0,0,1
128339,1.21,5.24,0,0,1
128351,5.59,5.24,0,0,1
128363,5.67,4.92,0,0,1
128374,-1.53,4.28,0,0,1
128386,3.08,4.92,0,0,1
128398,-1.66,4.6,0,0,1
128409,-6.19,4.28,0,0,1
128420,-2.62,4.6,0,0,1
128433,-0.32,4.6,0,0,1
128444,0.32,5.24,0,0,1
128467,-2.95,4.6,0,0,1
128479,-0.94,4.28,0,0,1
128491,-4.18,4.6,0,0,1
0,-4.18,4.6,0,0,1
128526,12.18,4.92,0,0,1
128537,4.88,4.92,0,0,1
128548,3.99,4.28,0,0,1
128561,2.89,5.24,0,0,1
128572,0.47,4.6,0,0,1
128584,-2.25,4.6,0,0,1
128595,-5.03,4.6,0,0,1
128607,-3.81,4.6,0,0,1
128619,-9.31,4.6,0,0,1
128642,4.04,4.6,0,0,1
128654,-0.67,4.6,0,0,1
128665,-2.81,4.6,0,0,1
128677,0.24,4.6,0,0,1
128689,10.14,4.92,0,0,1
128700,13.53,4.6,0,0,1
128712,4.69,4.28,0,0,1
128723,-3.4,4.6,0,0,1
128735,-6.21,4.92,0,0,1
128758,-1.6,4.6,0,0,1
128782,3.02,4.6,0,0,1
128805,1.54,4.28,0,0,1
128817,-1.14,4.6,0,0,1
128828,-6.99,4.92,0,0,1
128851,-6.06,5.24,0,0,1
128864,-3.3,4.92,0,0,1
128875,6.42,4.28,0,0,1
128886,6.18,4.92,0,0,1
128899,0.79,4.92,0,0,1
128910,1.58,4.6,0,0,1
128921,8.17,4.28,0,0,1
128933,1.51,4.92,0,0,1
128945,-0.74,4.92,0,0,1
128957,-5.91,4.6,0,0,1
128968,-0.09,4.28,0,0,1
128979,4.86,4.92,0,0,1
128992,2.38,4.92,0,0,1
129003,-1.57,5.24,0,0,1
129014,-3.12,5.24,0,0,1
129027,-2.72,4.92,0,0,1
129038,-2.53,4.6,0,0,1
129049,2.25,4.28,0,0,1
129061,-0.55,4.92,0,0,1
129073,1.78,4.92,0,0,1
129085,-0.21,4.6,0,0,1
129096,0.21,5.24,0,0,1
129107,-2.2,4.6,0,0,1
129120,-3.97,4.92,0,0,1
129142,1.49,4.6,0,0,1
129155,-1.14,4.6,0,0,1
129166,3.25,4.28,0,0,1
129178,1.01,4.92,0,0,1
129189,-2.32,4.92,0,0,1
129201,2.51,4.6,0,0,1
129213,6.16,4.92,0,0,1
129224,2.25,5.24,0,0,1
129235,2.81,5.24,0,0,1
129259,3.67,4.6,0,0,1
129271,-1.85,4.6,0,0,1
129283,-2.83,4.92,0,0,1
129294,-4.19,4.28,0,0,1
129306,1.31,4.92,0,0,1
129317,1.0,4.92,0,0,1
129329,-0.86,4.28,0,0,1
129341,1.23,4.92,0,0,1
129352,-0.31,4.6,0,0,1
129364,-4.09,4.6,0,0,1
129376,-1.02,4.6,0,0,1
129387,2.28,4.6,0,0,1
129399,-7.0,4.92,0,0,1
129422,-1.84,4.28,0,0,1
129434,-1.5,4.92,0,0,1
129445,-1.59,4.6,0,0,1
129458,-0.23,4.6,0,0,1
129480,3.15,5.24,0,0,1
67,4.6,5.24,0,0,1
129527,-0.53,4.92,0,0,1
129539,-4.41,4.92,0,0,1
129550,0.25,4.6,0,0,1
129562,-3.71,4.28,0,0,1
129573,1.76,4.92,0,0,1
129597,-7.27,4.28,0,0,1
129608,-2.71,4.92,0,0,1
129620,-3.24,5.24,0,0,1
129632,0.36,4.6,0,0,1
129643,-0.14,4.92,0,0,1
129655,4.02,4.6,0,0,1
129667,0.45,4.6,0,0,1
129679,-0.91,4.92,0,0,1
129690,1.72,4.92,0,0,1
129701,2.84,4.28,0,0,1
129725,2.34,4.6,0,0,1
129736,2.69,4.92,0,0,1
129748,3.36,4.92,0,0,1
129760,0.25,4.92,0,0,1
129772,-1.94,5.24,0,0,1
129783,-0.68,4.92,0,0,1
129795,-3.4,4.6,0,0,1
129807,0.64,4.92,0,0,1
129818,1.73,5.24,0,0,1
129829,0.97,4.6,0,0,1
129842,2.35,4.28,0,0,1
129853,3.44,4.6,0,0,1
129865,3.68,4.92,0,0,1
129876,3.16,4.92,0,0,1
129888,4.51,4.6,0,0,1
129900,4.35,4.92,0,0,1
129911,-0.61,4.6,0,0,1
129923,6.29,4.6,0,0,1
129935,2.45,4.92,0,0,1
129946,0.92,4.6,0,0,1
129958,-2.37,5.24,0,0,1
129970,6.83,4.92,0,0,1
129981,10.4,4.6,0,0,1
130004,1.21,4.6,0,0,1
130016,-1.58,4.6,0,0,1
130039,0.27,4.92,0,0,1
130051,-1.6,4.28,0,0,1
130063,-1.06,4.92,0,0,1
130086,2.62,4.6,0,0,1
130098,0.65,4.92,0,0,1
130109,5.31,4.6,0,0,1
130121,5.7,4.6,0,0,1
130132,1.05,4.6,0,0,1
130144,-3.15,4.92,0,0,1
130156,2.33,4.92,0,0,1
130167,3.02,4.92,0,0,1
130180,1.63,4.6,0,0,1
130191,2.37,4.6,0,0,1
130202,2.84,4.6,0,0,1
130214,0.9,4.92,0,0,1
130226,1.44,5.24,0,0,1
130237,2.41,4.92,0,0,1
130260,-4.61,4.6,0,0,1
130273,-1.11,5.56,0,0,1
130284,-1.5,5.24,0,0,1
130308,-7.61,4.6,0,0,1
130319,-3.36,4.92,0,0,1
4,-3.36,4.92,0,0,1
130366,6.08,5.24,0,0,1
130388,2.03,4.6,0,0,1
130401,-2.91,4.92,0,0,1
130412,1.38,4.28,0,0,1
130423,-1.28,4.28,0,0,1
130436,-7.69,4.28,0,0,1
130447,-3.18,4.6,0,0,1
130459,-2.87,4.6,0,0,1
130470,-1.55,4.6,0,0,1
130494,-1.13,4.92,0,0,1
130505,-1.47,5.56,0,0,1
130516,0.3,4.92,0,0,1
130540,-2.66,4.28,0,0,1
30552,-3.05,4.92,0,0,1
130575,-4.98,5.24,0,0,1
130587,0.04,4.6,0,0,1
130598,-1.02,4.92,0,0,1
130610,0.24,5.24,0,0,1
130622,-2.93,4.92,0,0,1
130633,-3.94,4.92,0,0,1
130644,-3.35,5.24,0,0,1
130657,-1.64,4.6,0,0,1
130668,2.94,4.6,0,0,1
130680,3.07,4.92,0,0,1
130692,-0.05,4.6,0,0,1
130703,0.54,4.28,0,0,1
130715,1.77,4.6,0,0,1
130726,1.33,4.6,0,0,1
130738,2.74,4.92,0,0,1
130750,-1.49,4.92,0,0,1
130761,3.72,4.92,0,0,1
130774,4.36,4.6,0,0,1
130785,7.46,5.24,0,0,1
130796,2.36,4.92,0,0,1
130808,0.89,4.92,0,0,1
130820,0.58,5.24,0,0,1
130831,-0.14,4.92,0,0,1
130843,6.38,4.92,0,0,1
130854,3.97,4.92,0,0,1
7,2.56,4.6,0,0,1
0,2.56,4.6,0,0,1
130889,7.52,4.92,0,0,1
130902,-1.88,4.92,0,0,1
130913,0.74,4.6,0,0,1
130924,4.12,4.6,0,0,1
130936,0.63,4.92,0,0,1
130948,-3.56,4.28,0,0,1
130960,2.81,5.24,0,0,1
130971,5.69,4.92,0,0,1
130982,1.3,4.92,0,0,1
130995,8.17,4.6,0,0,1
131006,3.61,4.92,0,0,1
131017,-1.15,4.92,0,0,1
131030,-4.82,4.92,0,0,1
131041,-4.81,4.6,0,0,1
131053,0.69,4.6,0,0,1
131064,7.1,4.28,0,0,1
131076,10.69,4.6,0,0,1
131088,4.02,4.92,0,0,1
131099,3.62,5.24,0,0,1
131110,-4.18,4.92,0,0,1
131123,-3.73,4.28,0,0,1
131134,2.35,4.92,0,0,1
131145,7.45,4.28,0,0,1
131158,0.78,4.6,0,0,1
169,-4.65,4.92,0,0,1
16,4.92,4.92,0,0,1
0,0,0,0,0,1
131204,-4.0,4.6,0,0,1
131216,1.29,4.6,0,0,1
131227,-1.34,4.92,0,0,1
131238,-0.7,4.6,0,0,1
131251,-1.02,4.92,0,0,1
131262,0.16,4.92,0,0,1
131274,3.84,4.6,0,0,1
131286,6.19,4.6,0,0,1
131297,2.89,4.6,0,0,1
131309,6.7,5.24,0,0,1
131320,2.03,5.24,0,0,1
131332,3.31,4.92,0,0,1
131344,6.64,4.92,0,0,1
131355,0.13,4.28,0,0,1
131367,-0.03,4.6,0,0,1
131379,2.37,4.92,0,0,1
131390,3.36,4.28,0,0,1
131402,3.68,4.92,0,0,1
131414,6.56,4.92,0,0,1
131425,6.72,4.92,0,0,1
131437,3.62,4.28,0,0,1
131448,1.8,4.6,0,0,1
131461,-0.34,4.92,0,0,1
131472,6.47,4.6,0,0,1
131483,2.39,4.92,0,0,1
131495,0.85,4.92,0,0,1
131507,1.66,4.92,0,0,1
131518,-4.27,4.6,0,0,1
131530,-3.82,5.24,0,0,1
131542,-4.6,4.92,0,0,1
131554,1.94,4.28,0,0,1
131565,1.38,4.92,0,0,1
131576,0.7,5.24,0,0,1
131589,-6.34,4.28,0,0,1
131600,-8.54,4.28,0,0,1
131611,-4.16,4.28,0,0,1
131623,4.08,4.92,0,0,1
131635,4.8,4.92,0,0,1
131647,4.04,4.92,0,0,1
131658,3.6,4.92,0,0,1
131670,-1.03,4.28,0,0,1
131682,-0.4,4.92,0,0,1
131693,-1.07,5.24,0,0,1
131704,-1.28,4.6,0,0,1
131717,-0.73,5.24,0,0,1
131728,0.98,4.6,0,0,1
131739,4.11,4.92,0,0,1
